 Date,EURUSD Open,EURUSD Low,EURUSD High,EURUSD Close,EURUSD Adj. Close
04-18-1994,1.1413,1.1413,1.1413,1.1413,1.1413
04-15-1994,1.1464,1.1464,1.1464,1.1464,1.1464
04-14-1994,1.1493,1.1493,1.1493,1.1493,1.1493
04-13-1994,1.1471,1.1471,1.1471,1.1471,1.1471
04-12-1994,1.1438,1.1438,1.1438,1.1438,1.1438
04-11-1994,1.1508,1.1508,1.1508,1.1508,1.1508
04-08-1994,1.1468,1.1468,1.1468,1.1468,1.1468
04-07-1994,1.1438,1.1438,1.1438,1.1438,1.1438
04-06-1994,1.1436,1.1436,1.1436,1.1436,1.1436
04-05-1994,1.1502,1.1502,1.1502,1.1502,1.1502
03-31-1994,1.1737,1.1737,1.1737,1.1737,1.1737
03-30-1994,1.1646,1.1646,1.1646,1.1646,1.1646
03-29-1994,1.1712,1.1712,1.1712,1.1712,1.1712
03-28-1994,1.1678,1.1678,1.1678,1.1678,1.1678
03-25-1994,1.1688,1.1688,1.1688,1.1688,1.1688
03-24-1994,1.1647,1.1647,1.1647,1.1647,1.1647
03-23-1994,1.1577,1.1577,1.1577,1.1577,1.1577
03-22-1994,1.155,1.155,1.155,1.155,1.155
03-21-1994,1.1502,1.1502,1.1502,1.1502,1.1502
03-18-1994,1.1511,1.1511,1.1511,1.1511,1.1511
03-17-1994,1.1624,1.1624,1.1624,1.1624,1.1624
03-16-1994,1.1559,1.1559,1.1559,1.1559,1.1559
03-15-1994,1.1526,1.1526,1.1526,1.1526,1.1526
03-14-1994,1.1569,1.1569,1.1569,1.1569,1.1569
03-11-1994,1.1633,1.1633,1.1633,1.1633,1.1633
03-10-1994,1.1558,1.1558,1.1558,1.1558,1.1558
03-09-1994,1.144,1.144,1.144,1.144,1.144
03-08-1994,1.14,1.14,1.14,1.14,1.14
03-07-1994,1.1391,1.1391,1.1391,1.1391,1.1391
03-04-1994,1.1382,1.1382,1.1382,1.1382,1.1382
03-03-1994,1.1448,1.1448,1.1448,1.1448,1.1448
03-02-1994,1.1461,1.1461,1.1461,1.1461,1.1461
03-01-1994,1.1434,1.1434,1.1434,1.1434,1.1434
02-28-1994,1.1457,1.1457,1.1457,1.1457,1.1457
02-25-1994,1.1468,1.1468,1.1468,1.1468,1.1468
02-24-1994,1.1333,1.1333,1.1333,1.1333,1.1333
02-23-1994,1.135,1.135,1.135,1.135,1.135
02-22-1994,1.1359,1.1359,1.1359,1.1359,1.1359
02-21-1994,1.1353,1.1353,1.1353,1.1353,1.1353
02-18-1994,1.1406,1.1406,1.1406,1.1406,1.1406
02-17-1994,1.1329,1.1329,1.1329,1.1329,1.1329
02-16-1994,1.1373,1.1373,1.1373,1.1373,1.1373
02-15-1994,1.136,1.136,1.136,1.136,1.136
02-14-1994,1.126,1.126,1.126,1.126,1.126
02-11-1994,1.1207,1.1207,1.1207,1.1207,1.1207
02-10-1994,1.1194,1.1194,1.1194,1.1194,1.1194
02-09-1994,1.1179,1.1179,1.1179,1.1179,1.1179
02-08-1994,1.1141,1.1141,1.1141,1.1141,1.1141
02-07-1994,1.1157,1.1157,1.1157,1.1157,1.1157
02-04-1994,1.1317,1.1317,1.1317,1.1317,1.1317
02-03-1994,1.1334,1.1334,1.1334,1.1334,1.1334
02-02-1994,1.1311,1.1311,1.1311,1.1311,1.1311
02-01-1994,1.136,1.136,1.136,1.136,1.136
01-31-1994,1.126,1.126,1.126,1.126,1.126
01-28-1994,1.1338,1.1338,1.1338,1.1338,1.1338
01-27-1994,1.1252,1.1252,1.1252,1.1252,1.1252
01-26-1994,1.1227,1.1227,1.1227,1.1227,1.1227
01-25-1994,1.1203,1.1203,1.1203,1.1203,1.1203
01-24-1994,1.1201,1.1201,1.1201,1.1201,1.1201
01-21-1994,1.1211,1.1211,1.1211,1.1211,1.1211
01-20-1994,1.1266,1.1266,1.1266,1.1266,1.1266
01-19-1994,1.1231,1.1231,1.1231,1.1231,1.1231
01-18-1994,1.1223,1.1223,1.1223,1.1223,1.1223
01-17-1994,1.1167,1.1167,1.1167,1.1167,1.1167
01-14-1994,1.1177,1.1177,1.1177,1.1177,1.1177
01-13-1994,1.1182,1.1182,1.1182,1.1182,1.1182
01-12-1994,1.1263,1.1263,1.1263,1.1263,1.1263
01-11-1994,1.123,1.123,1.123,1.123,1.123
01-10-1994,1.1269,1.1269,1.1269,1.1269,1.1269
01-07-1994,1.1293,1.1293,1.1293,1.1293,1.1293
01-06-1994,1.1252,1.1252,1.1252,1.1252,1.1252
01-05-1994,1.1252,1.1252,1.1252,1.1252,1.1252
01-04-1994,1.1246,1.1246,1.1246,1.1246,1.1246
12-31-1993,1.1244,1.1244,1.1244,1.1244,1.1244
12-30-1993,1.127,1.127,1.127,1.127,1.127
12-29-1993,1.1362,1.1362,1.1362,1.1362,1.1362
12-24-1993,1.151,1.151,1.151,1.151,1.151
12-23-1993,1.1523,1.1523,1.1523,1.1523,1.1523
12-22-1993,1.149,1.149,1.149,1.149,1.149
12-21-1993,1.146,1.146,1.146,1.146,1.146
12-20-1993,1.14,1.14,1.14,1.14,1.14
12-17-1993,1.1435,1.1435,1.1435,1.1435,1.1435
12-16-1993,1.1395,1.1395,1.1395,1.1395,1.1395
12-15-1993,1.1373,1.1373,1.1373,1.1373,1.1373
12-14-1993,1.138,1.138,1.138,1.138,1.138
12-13-1993,1.144,1.144,1.144,1.144,1.144
12-10-1993,1.148,1.148,1.148,1.148,1.148
12-09-1993,1.1439,1.1439,1.1439,1.1439,1.1439
12-08-1993,1.146,1.146,1.146,1.146,1.146
12-07-1993,1.1443,1.1443,1.1443,1.1443,1.1443
12-06-1993,1.1412,1.1412,1.1412,1.1412,1.1412
12-03-1993,1.1301,1.1301,1.1301,1.1301,1.1301
12-02-1993,1.1258,1.1258,1.1258,1.1258,1.1258
12-01-1993,1.1301,1.1301,1.1301,1.1301,1.1301
11-30-1993,1.1305,1.1305,1.1305,1.1305,1.1305
11-29-1993,1.1356,1.1356,1.1356,1.1356,1.1356
11-26-1993,1.134,1.134,1.134,1.134,1.134
11-25-1993,1.1368,1.1368,1.1368,1.1368,1.1368
11-24-1993,1.1416,1.1416,1.1416,1.1416,1.1416
11-23-1993,1.1368,1.1368,1.1368,1.1368,1.1368
11-22-1993,1.1387,1.1387,1.1387,1.1387,1.1387
11-19-1993,1.1351,1.1351,1.1351,1.1351,1.1351
11-18-1993,1.14,1.14,1.14,1.14,1.14
11-17-1993,1.1409,1.1409,1.1409,1.1409,1.1409
11-16-1993,1.146,1.146,1.146,1.146,1.146
11-15-1993,1.1509,1.1509,1.1509,1.1509,1.1509
11-12-1993,1.1442,1.1442,1.1442,1.1442,1.1442
11-11-1993,1.1488,1.1488,1.1488,1.1488,1.1488
11-10-1993,1.1477,1.1477,1.1477,1.1477,1.1477
11-09-1993,1.146,1.146,1.146,1.146,1.146
11-08-1993,1.1551,1.1551,1.1551,1.1551,1.1551
11-05-1993,1.145,1.145,1.145,1.145,1.145
11-04-1993,1.1475,1.1475,1.1475,1.1475,1.1475
11-03-1993,1.1481,1.1481,1.1481,1.1481,1.1481
11-02-1993,1.1467,1.1467,1.1467,1.1467,1.1467
11-01-1993,1.1434,1.1434,1.1434,1.1434,1.1434
10-29-1993,1.157,1.157,1.157,1.157,1.157
10-28-1993,1.1506,1.1506,1.1506,1.1506,1.1506
10-27-1993,1.1551,1.1551,1.1551,1.1551,1.1551
10-26-1993,1.1559,1.1559,1.1559,1.1559,1.1559
10-25-1993,1.162,1.162,1.162,1.162,1.162
10-22-1993,1.1625,1.1625,1.1625,1.1625,1.1625
10-21-1993,1.1684,1.1684,1.1684,1.1684,1.1684
10-20-1993,1.1737,1.1737,1.1737,1.1737,1.1737
10-19-1993,1.1774,1.1774,1.1774,1.1774,1.1774
10-18-1993,1.1871,1.1871,1.1871,1.1871,1.1871
10-15-1993,1.1939,1.1939,1.1939,1.1939,1.1939
10-14-1993,1.1973,1.1973,1.1973,1.1973,1.1973
10-13-1993,1.2019,1.2019,1.2019,1.2019,1.2019
10-12-1993,1.2111,1.2111,1.2111,1.2111,1.2111
10-11-1993,1.2037,1.2037,1.2037,1.2037,1.2037
10-08-1993,1.2042,1.2042,1.2042,1.2042,1.2042
10-07-1993,1.1895,1.1895,1.1895,1.1895,1.1895
10-06-1993,1.1898,1.1898,1.1898,1.1898,1.1898
10-05-1993,1.1905,1.1905,1.1905,1.1905,1.1905
10-04-1993,1.1922,1.1922,1.1922,1.1922,1.1922
10-01-1993,1.1891,1.1891,1.1891,1.1891,1.1891
09-30-1993,1.1892,1.1892,1.1892,1.1892,1.1892
09-29-1993,1.2019,1.2019,1.2019,1.2019,1.2019
09-28-1993,1.1906,1.1906,1.1906,1.1906,1.1906
09-27-1993,1.192,1.192,1.192,1.192,1.192
09-24-1993,1.1827,1.1827,1.1827,1.1827,1.1827
09-23-1993,1.182,1.182,1.182,1.182,1.182
09-22-1993,1.1949,1.1949,1.1949,1.1949,1.1949
09-21-1993,1.2047,1.2047,1.2047,1.2047,1.2047
09-20-1993,1.2041,1.2041,1.2041,1.2041,1.2041
09-17-1993,1.2082,1.2082,1.2082,1.2082,1.2082
09-16-1993,1.2104,1.2104,1.2104,1.2104,1.2104
09-15-1993,1.2232,1.2232,1.2232,1.2232,1.2232
09-14-1993,1.2107,1.2107,1.2107,1.2107,1.2107
09-13-1993,1.2111,1.2111,1.2111,1.2111,1.2111
09-10-1993,1.2136,1.2136,1.2136,1.2136,1.2136
09-09-1993,1.2098,1.2098,1.2098,1.2098,1.2098
09-08-1993,1.1968,1.1968,1.1968,1.1968,1.1968
09-07-1993,1.2003,1.2003,1.2003,1.2003,1.2003
09-06-1993,1.2014,1.2014,1.2014,1.2014,1.2014
09-03-1993,1.1893,1.1893,1.1893,1.1893,1.1893
09-02-1993,1.174,1.174,1.174,1.174,1.174
09-01-1993,1.1715,1.1715,1.1715,1.1715,1.1715
08-31-1993,1.1602,1.1602,1.1602,1.1602,1.1602
08-27-1993,1.1655,1.1655,1.1655,1.1655,1.1655
08-26-1993,1.1641,1.1641,1.1641,1.1641,1.1641
08-25-1993,1.1571,1.1571,1.1571,1.1571,1.1571
08-24-1993,1.1633,1.1633,1.1633,1.1633,1.1633
08-23-1993,1.1566,1.1566,1.1566,1.1566,1.1566
08-20-1993,1.1629,1.1629,1.1629,1.1629,1.1629
08-19-1993,1.1563,1.1563,1.1563,1.1563,1.1563
08-18-1993,1.1567,1.1567,1.1567,1.1567,1.1567
08-17-1993,1.1509,1.1509,1.1509,1.1509,1.1509
08-16-1993,1.148,1.148,1.148,1.148,1.148
08-13-1993,1.1323,1.1323,1.1323,1.1323,1.1323
08-12-1993,1.1273,1.1273,1.1273,1.1273,1.1273
08-11-1993,1.1371,1.1371,1.1371,1.1371,1.1371
08-10-1993,1.1386,1.1386,1.1386,1.1386,1.1386
08-09-1993,1.1484,1.1484,1.1484,1.1484,1.1484
08-06-1993,1.1446,1.1446,1.1446,1.1446,1.1446
08-05-1993,1.1406,1.1406,1.1406,1.1406,1.1406
08-04-1993,1.1452,1.1452,1.1452,1.1452,1.1452
08-03-1993,1.1459,1.1459,1.1459,1.1459,1.1459
08-02-1993,1.1288,1.1288,1.1288,1.1288,1.1288
07-30-1993,1.1259,1.1259,1.1259,1.1259,1.1259
07-29-1993,1.1339,1.1339,1.1339,1.1339,1.1339
07-28-1993,1.1478,1.1478,1.1478,1.1478,1.1478
07-27-1993,1.1418,1.1418,1.1418,1.1418,1.1418
07-26-1993,1.1427,1.1427,1.1427,1.1427,1.1427
07-23-1993,1.1457,1.1457,1.1457,1.1457,1.1457
07-22-1993,1.1509,1.1509,1.1509,1.1509,1.1509
07-21-1993,1.1609,1.1609,1.1609,1.1609,1.1609
07-20-1993,1.1538,1.1538,1.1538,1.1538,1.1538
07-19-1993,1.1593,1.1593,1.1593,1.1593,1.1593
07-16-1993,1.1433,1.1433,1.1433,1.1433,1.1433
07-15-1993,1.1467,1.1467,1.1467,1.1467,1.1467
07-14-1993,1.151,1.151,1.151,1.151,1.151
07-13-1993,1.1518,1.1518,1.1518,1.1518,1.1518
07-12-1993,1.1464,1.1464,1.1464,1.1464,1.1464
07-09-1993,1.1527,1.1527,1.1527,1.1527,1.1527
07-08-1993,1.1633,1.1633,1.1633,1.1633,1.1633
07-07-1993,1.1703,1.1703,1.1703,1.1703,1.1703
07-06-1993,1.1717,1.1717,1.1717,1.1717,1.1717
07-05-1993,1.1745,1.1745,1.1745,1.1745,1.1745
07-02-1993,1.1752,1.1752,1.1752,1.1752,1.1752
07-01-1993,1.1756,1.1756,1.1756,1.1756,1.1756
06-30-1993,1.1729,1.1729,1.1729,1.1729,1.1729
06-29-1993,1.1811,1.1811,1.1811,1.1811,1.1811
06-28-1993,1.1718,1.1718,1.1718,1.1718,1.1718
06-25-1993,1.1752,1.1752,1.1752,1.1752,1.1752
06-24-1993,1.1671,1.1671,1.1671,1.1671,1.1671
06-23-1993,1.1802,1.1802,1.1802,1.1802,1.1802
06-22-1993,1.179,1.179,1.179,1.179,1.179
06-21-1993,1.183,1.183,1.183,1.183,1.183
06-18-1993,1.1879,1.1879,1.1879,1.1879,1.1879
06-17-1993,1.2041,1.2041,1.2041,1.2041,1.2041
06-16-1993,1.2027,1.2027,1.2027,1.2027,1.2027
06-15-1993,1.2188,1.2188,1.2188,1.2188,1.2188
06-14-1993,1.2265,1.2265,1.2265,1.2265,1.2265
06-11-1993,1.227,1.227,1.227,1.227,1.227
06-10-1993,1.2192,1.2192,1.2192,1.2192,1.2192
06-09-1993,1.2173,1.2173,1.2173,1.2173,1.2173
06-08-1993,1.229,1.229,1.229,1.229,1.229
06-07-1993,1.229,1.229,1.229,1.229,1.229
06-04-1993,1.2273,1.2273,1.2273,1.2273,1.2273
06-03-1993,1.2415,1.2415,1.2415,1.2415,1.2415
06-02-1993,1.2452,1.2452,1.2452,1.2452,1.2452
06-01-1993,1.2464,1.2464,1.2464,1.2464,1.2464
05-28-1993,1.2492,1.2492,1.2492,1.2492,1.2492
05-27-1993,1.2311,1.2311,1.2311,1.2311,1.2311
05-26-1993,1.2212,1.2212,1.2212,1.2212,1.2212
05-25-1993,1.2253,1.2253,1.2253,1.2253,1.2253
05-24-1993,1.22,1.22,1.22,1.22,1.22
05-21-1993,1.2247,1.2247,1.2247,1.2247,1.2247
05-20-1993,1.2343,1.2343,1.2343,1.2343,1.2343
05-19-1993,1.2284,1.2284,1.2284,1.2284,1.2284
05-18-1993,1.2275,1.2275,1.2275,1.2275,1.2275
05-17-1993,1.2355,1.2355,1.2355,1.2355,1.2355
05-14-1993,1.2376,1.2376,1.2376,1.2376,1.2376
05-13-1993,1.2315,1.2315,1.2315,1.2315,1.2315
05-12-1993,1.2401,1.2401,1.2401,1.2401,1.2401
05-11-1993,1.2404,1.2404,1.2404,1.2404,1.2404
05-10-1993,1.245,1.245,1.245,1.245,1.245
05-07-1993,1.2639,1.2639,1.2639,1.2639,1.2639
05-06-1993,1.262,1.262,1.262,1.262,1.262
05-05-1993,1.2617,1.2617,1.2617,1.2617,1.2617
05-04-1993,1.2668,1.2668,1.2668,1.2668,1.2668
04-30-1993,1.2535,1.2535,1.2535,1.2535,1.2535
04-29-1993,1.2626,1.2626,1.2626,1.2626,1.2626
04-28-1993,1.2553,1.2553,1.2553,1.2553,1.2553
04-27-1993,1.2601,1.2601,1.2601,1.2601,1.2601
04-26-1993,1.2679,1.2679,1.2679,1.2679,1.2679
04-23-1993,1.2564,1.2564,1.2564,1.2564,1.2564
04-22-1993,1.2349,1.2349,1.2349,1.2349,1.2349
04-21-1993,1.2375,1.2375,1.2375,1.2375,1.2375
04-20-1993,1.2416,1.2416,1.2416,1.2416,1.2416
04-19-1993,1.2405,1.2405,1.2405,1.2405,1.2405
04-16-1993,1.2279,1.2279,1.2279,1.2279,1.2279
04-15-1993,1.2404,1.2404,1.2404,1.2404,1.2404
04-14-1993,1.2455,1.2455,1.2455,1.2455,1.2455
04-13-1993,1.2533,1.2533,1.2533,1.2533,1.2533
04-08-1993,1.2296,1.2296,1.2296,1.2296,1.2296
04-07-1993,1.2207,1.2207,1.2207,1.2207,1.2207
04-06-1993,1.2238,1.2238,1.2238,1.2238,1.2238
04-05-1993,1.2353,1.2353,1.2353,1.2353,1.2353
04-02-1993,1.2308,1.2308,1.2308,1.2308,1.2308
04-01-1993,1.229,1.229,1.229,1.229,1.229
03-31-1993,1.2243,1.2243,1.2243,1.2243,1.2243
03-30-1993,1.2163,1.2163,1.2163,1.2163,1.2163
03-29-1993,1.2086,1.2086,1.2086,1.2086,1.2086
03-26-1993,1.211,1.211,1.211,1.211,1.211
03-25-1993,1.2035,1.2035,1.2035,1.2035,1.2035
03-24-1993,1.2129,1.2129,1.2129,1.2129,1.2129
03-23-1993,1.2104,1.2104,1.2104,1.2104,1.2104
03-22-1993,1.2093,1.2093,1.2093,1.2093,1.2093
03-19-1993,1.2134,1.2134,1.2134,1.2134,1.2134
03-18-1993,1.1928,1.1928,1.1928,1.1928,1.1928
03-17-1993,1.1882,1.1882,1.1882,1.1882,1.1882
03-16-1993,1.192,1.192,1.192,1.192,1.192
03-15-1993,1.1898,1.1898,1.1898,1.1898,1.1898
03-12-1993,1.1884,1.1884,1.1884,1.1884,1.1884
03-11-1993,1.1908,1.1908,1.1908,1.1908,1.1908
03-10-1993,1.191,1.191,1.191,1.191,1.191
03-09-1993,1.1885,1.1885,1.1885,1.1885,1.1885
03-08-1993,1.1953,1.1953,1.1953,1.1953,1.1953
03-05-1993,1.1946,1.1946,1.1946,1.1946,1.1946
03-04-1993,1.212,1.212,1.212,1.212,1.212
03-03-1993,1.2063,1.2063,1.2063,1.2063,1.2063
03-02-1993,1.2086,1.2086,1.2086,1.2086,1.2086
03-01-1993,1.2034,1.2034,1.2034,1.2034,1.2034
02-26-1993,1.2034,1.2034,1.2034,1.2034,1.2034
02-25-1993,1.2111,1.2111,1.2111,1.2111,1.2111
02-24-1993,1.2194,1.2194,1.2194,1.2194,1.2194
02-23-1993,1.2201,1.2201,1.2201,1.2201,1.2201
02-22-1993,1.2124,1.2124,1.2124,1.2124,1.2124
02-19-1993,1.2136,1.2136,1.2136,1.2136,1.2136
02-18-1993,1.213,1.213,1.213,1.213,1.213
02-17-1993,1.2197,1.2197,1.2197,1.2197,1.2197
02-16-1993,1.2157,1.2157,1.2157,1.2157,1.2157
02-15-1993,1.2008,1.2008,1.2008,1.2008,1.2008
02-12-1993,1.2011,1.2011,1.2011,1.2011,1.2011
02-11-1993,1.2015,1.2015,1.2015,1.2015,1.2015
02-10-1993,1.2069,1.2069,1.2069,1.2069,1.2069
02-09-1993,1.2076,1.2076,1.2076,1.2076,1.2076
02-08-1993,1.2054,1.2054,1.2054,1.2054,1.2054
02-05-1993,1.2086,1.2086,1.2086,1.2086,1.2086
02-04-1993,1.2035,1.2035,1.2035,1.2035,1.2035
02-03-1993,1.2123,1.2123,1.2123,1.2123,1.2123
02-02-1993,1.2136,1.2136,1.2136,1.2136,1.2136
02-01-1993,1.2216,1.2216,1.2216,1.2216,1.2216
01-29-1993,1.2404,1.2404,1.2404,1.2404,1.2404
01-28-1993,1.2575,1.2575,1.2575,1.2575,1.2575
01-27-1993,1.2623,1.2623,1.2623,1.2623,1.2623
01-26-1993,1.269,1.269,1.269,1.269,1.269
01-25-1993,1.2724,1.2724,1.2724,1.2724,1.2724
01-22-1993,1.2491,1.2491,1.2491,1.2491,1.2491
01-21-1993,1.2393,1.2393,1.2393,1.2393,1.2393
01-20-1993,1.2469,1.2469,1.2469,1.2469,1.2469
01-19-1993,1.2426,1.2426,1.2426,1.2426,1.2426
01-18-1993,1.2359,1.2359,1.2359,1.2359,1.2359
01-15-1993,1.2281,1.2281,1.2281,1.2281,1.2281
01-14-1993,1.232,1.232,1.232,1.232,1.232
01-13-1993,1.2253,1.2253,1.2253,1.2253,1.2253
01-12-1993,1.2256,1.2256,1.2256,1.2256,1.2256
01-11-1993,1.2305,1.2305,1.2305,1.2305,1.2305
01-08-1993,1.2189,1.2189,1.2189,1.2189,1.2189
01-07-1993,1.2215,1.2215,1.2215,1.2215,1.2215
01-06-1993,1.2194,1.2194,1.2194,1.2194,1.2194
01-05-1993,1.2215,1.2215,1.2215,1.2215,1.2215
01-04-1993,1.2179,1.2179,1.2179,1.2179,1.2179
12-31-1992,1.2369,1.2369,1.2369,1.2369,1.2369
12-30-1992,1.2409,1.2409,1.2409,1.2409,1.2409
12-29-1992,1.2372,1.2372,1.2372,1.2372,1.2372
12-24-1992,1.2602,1.2602,1.2602,1.2602,1.2602
12-23-1992,1.2593,1.2593,1.2593,1.2593,1.2593
12-22-1992,1.2639,1.2639,1.2639,1.2639,1.2639
12-21-1992,1.2785,1.2785,1.2785,1.2785,1.2785
12-18-1992,1.2807,1.2807,1.2807,1.2807,1.2807
12-17-1992,1.288,1.288,1.288,1.288,1.288
12-16-1992,1.2893,1.2893,1.2893,1.2893,1.2893
12-15-1992,1.2796,1.2796,1.2796,1.2796,1.2796
12-14-1992,1.2785,1.2785,1.2785,1.2785,1.2785
12-11-1992,1.2739,1.2739,1.2739,1.2739,1.2739
12-10-1992,1.2768,1.2768,1.2768,1.2768,1.2768
12-09-1992,1.2781,1.2781,1.2781,1.2781,1.2781
12-08-1992,1.2873,1.2873,1.2873,1.2873,1.2873
12-07-1992,1.2785,1.2785,1.2785,1.2785,1.2785
12-04-1992,1.2637,1.2637,1.2637,1.2637,1.2637
12-03-1992,1.2729,1.2729,1.2729,1.2729,1.2729
12-02-1992,1.2783,1.2783,1.2783,1.2783,1.2783
12-01-1992,1.2649,1.2649,1.2649,1.2649,1.2649
11-30-1992,1.2623,1.2623,1.2623,1.2623,1.2623
11-27-1992,1.2575,1.2575,1.2575,1.2575,1.2575
11-26-1992,1.2649,1.2649,1.2649,1.2649,1.2649
11-25-1992,1.2705,1.2705,1.2705,1.2705,1.2705
11-24-1992,1.2572,1.2572,1.2572,1.2572,1.2572
11-23-1992,1.2579,1.2579,1.2579,1.2579,1.2579
11-20-1992,1.267,1.267,1.267,1.267,1.267
11-19-1992,1.2832,1.2832,1.2832,1.2832,1.2832
11-18-1992,1.2749,1.2749,1.2749,1.2749,1.2749
11-17-1992,1.2644,1.2644,1.2644,1.2644,1.2644
11-16-1992,1.2754,1.2754,1.2754,1.2754,1.2754
11-13-1992,1.29,1.29,1.29,1.29,1.29
11-12-1992,1.276,1.276,1.276,1.276,1.276
11-11-1992,1.2768,1.2768,1.2768,1.2768,1.2768
11-10-1992,1.2679,1.2679,1.2679,1.2679,1.2679
11-09-1992,1.2765,1.2765,1.2765,1.2765,1.2765
11-06-1992,1.2739,1.2739,1.2739,1.2739,1.2739
11-05-1992,1.2812,1.2812,1.2812,1.2812,1.2812
11-04-1992,1.2907,1.2907,1.2907,1.2907,1.2907
11-03-1992,1.2905,1.2905,1.2905,1.2905,1.2905
11-02-1992,1.2912,1.2912,1.2912,1.2912,1.2912
10-30-1992,1.3113,1.3113,1.3113,1.3113,1.3113
10-29-1992,1.3161,1.3161,1.3161,1.3161,1.3161
10-28-1992,1.3127,1.3127,1.3127,1.3127,1.3127
10-27-1992,1.3174,1.3174,1.3174,1.3174,1.3174
10-26-1992,1.3161,1.3161,1.3161,1.3161,1.3161
10-23-1992,1.3174,1.3174,1.3174,1.3174,1.3174
10-22-1992,1.3314,1.3314,1.3314,1.3314,1.3314
10-21-1992,1.3387,1.3387,1.3387,1.3387,1.3387
10-20-1992,1.3277,1.3277,1.3277,1.3277,1.3277
10-19-1992,1.3578,1.3578,1.3578,1.3578,1.3578
10-16-1992,1.3678,1.3678,1.3678,1.3678,1.3678
10-15-1992,1.3868,1.3868,1.3868,1.3868,1.3868
10-14-1992,1.3729,1.3729,1.3729,1.3729,1.3729
10-13-1992,1.3656,1.3656,1.3656,1.3656,1.3656
10-12-1992,1.3639,1.3639,1.3639,1.3639,1.3639
10-09-1992,1.3609,1.3609,1.3609,1.3609,1.3609
10-08-1992,1.3686,1.3686,1.3686,1.3686,1.3686
10-07-1992,1.4,1.4,1.4,1.4,1.4
10-06-1992,1.4006,1.4006,1.4006,1.4006,1.4006
10-05-1992,1.4296,1.4296,1.4296,1.4296,1.4296
10-02-1992,1.4239,1.4239,1.4239,1.4239,1.4239
10-01-1992,1.4211,1.4211,1.4211,1.4211,1.4211
09-30-1992,1.4284,1.4284,1.4284,1.4284,1.4284
09-29-1992,1.4199,1.4199,1.4199,1.4199,1.4199
09-28-1992,1.3972,1.3972,1.3972,1.3972,1.3972
09-25-1992,1.3712,1.3712,1.3712,1.3712,1.3712
09-24-1992,1.3628,1.3628,1.3628,1.3628,1.3628
09-23-1992,1.3541,1.3541,1.3541,1.3541,1.3541
09-22-1992,1.3596,1.3596,1.3596,1.3596,1.3596
09-21-1992,1.3622,1.3622,1.3622,1.3622,1.3622
09-18-1992,1.3526,1.3526,1.3526,1.3526,1.3526
09-17-1992,1.3678,1.3678,1.3678,1.3678,1.3678
09-16-1992,1.3563,1.3563,1.3563,1.3563,1.3563
09-15-1992,1.3941,1.3941,1.3941,1.3941,1.3941
09-14-1992,1.3868,1.3868,1.3868,1.3868,1.3868
09-11-1992,1.4345,1.4345,1.4345,1.4345,1.4345
09-10-1992,1.4663,1.4663,1.4663,1.4663,1.4663
09-09-1992,1.4652,1.4652,1.4652,1.4652,1.4652
09-08-1992,1.4843,1.4843,1.4843,1.4843,1.4843
09-07-1992,1.4782,1.4782,1.4782,1.4782,1.4782
09-04-1992,1.4734,1.4734,1.4734,1.4734,1.4734
09-03-1992,1.4678,1.4678,1.4678,1.4678,1.4678
09-02-1992,1.4899,1.4899,1.4899,1.4899,1.4899
09-01-1992,1.487,1.487,1.487,1.487,1.487
08-28-1992,1.4747,1.4747,1.4747,1.4747,1.4747
08-27-1992,1.4676,1.4676,1.4676,1.4676,1.4676
08-26-1992,1.4706,1.4706,1.4706,1.4706,1.4706
08-25-1992,1.4791,1.4791,1.4791,1.4791,1.4791
08-24-1992,1.478,1.478,1.478,1.478,1.478
08-21-1992,1.4296,1.4296,1.4296,1.4296,1.4296
08-20-1992,1.4331,1.4331,1.4331,1.4331,1.4331
08-19-1992,1.4274,1.4274,1.4274,1.4274,1.4274
08-18-1992,1.4257,1.4257,1.4257,1.4257,1.4257
08-17-1992,1.4209,1.4209,1.4209,1.4209,1.4209
08-14-1992,1.4158,1.4158,1.4158,1.4158,1.4158
08-13-1992,1.4243,1.4243,1.4243,1.4243,1.4243
08-12-1992,1.4201,1.4201,1.4201,1.4201,1.4201
08-11-1992,1.4134,1.4134,1.4134,1.4134,1.4134
08-10-1992,1.4184,1.4184,1.4184,1.4184,1.4184
08-07-1992,1.419,1.419,1.419,1.419,1.419
08-06-1992,1.4049,1.4049,1.4049,1.4049,1.4049
08-05-1992,1.4102,1.4102,1.4102,1.4102,1.4102
08-04-1992,1.4124,1.4124,1.4124,1.4124,1.4124
08-03-1992,1.4098,1.4098,1.4098,1.4098,1.4098
07-31-1992,1.412,1.412,1.412,1.412,1.412
07-30-1992,1.4041,1.4041,1.4041,1.4041,1.4041
07-29-1992,1.4073,1.4073,1.4073,1.4073,1.4073
07-28-1992,1.4108,1.4108,1.4108,1.4108,1.4108
07-27-1992,1.4043,1.4043,1.4043,1.4043,1.4043
07-24-1992,1.3872,1.3872,1.3872,1.3872,1.3872
07-23-1992,1.4004,1.4004,1.4004,1.4004,1.4004
07-22-1992,1.3976,1.3976,1.3976,1.3976,1.3976
07-21-1992,1.397,1.397,1.397,1.397,1.397
07-20-1992,1.4015,1.4015,1.4015,1.4015,1.4015
07-17-1992,1.4219,1.4219,1.4219,1.4219,1.4219
07-16-1992,1.4098,1.4098,1.4098,1.4098,1.4098
